job_title,skills,experience,salary
Data Engineer,"python, sql, ML",Entry,63710
Data Analyst,"sql, deep learning",Mid,88978
Business Analyst,"deep learning, cloud",Entry,95859
AI Engineer,"python, ML, deep learning",Entry,120159
Data Analyst,ML,Mid,85489
Machine Learning Engineer,"python, sql, cloud",Entry,98162
Data Scientist,"python, sql, ML, cloud",Senior,125950
AI Engineer,"python, deep learning, cloud",Senior,185649
AI Engineer,"python, ML, deep learning",Mid,149704
Data Scientist,cloud,Entry,62597
Data Scientist,"python, ML, cloud",Senior,120280
Business Analyst,"sql, cloud",Mid,86290
Data Scientist,"python, ML, cloud",Senior,127375
Data Scientist,"sql, ML",Mid,105786
Business Analyst,"ML, deep learning",Mid,128017
Business Analyst,"sql, ML, deep learning, cloud",Senior,135543
AI Engineer,"deep learning, cloud",Entry,114363
Machine Learning Engineer,,Senior,141161
AI Engineer,cloud,Mid,124443
Data Scientist,"python, cloud",Entry,77299
AI Engineer,"python, ML, deep learning, cloud",Mid,151285
Data Analyst,ML,Entry,64190
Data Scientist,"ML, deep learning, cloud",Entry,85819
AI Engineer,"sql, ML, deep learning",Entry,120207
AI Engineer,"python, sql, cloud",Entry,122598
Machine Learning Engineer,"python, sql, cloud",Senior,169490
Data Analyst,"sql, deep learning",Entry,61100
AI Engineer,"sql, ML",Entry,126033
Data Analyst,cloud,Mid,81485
Data Scientist,sql,Mid,91972
Data Analyst,"ML, deep learning",Mid,102061
Business Analyst,"python, ML, cloud",Entry,71468
Machine Learning Engineer,"sql, ML, cloud",Entry,117954
Data Analyst,deep learning,Senior,113277
AI Engineer,python,Entry,94303
Machine Learning Engineer,sql,Mid,114506
AI Engineer,"sql, cloud",Entry,123368
Data Engineer,"sql, ML, deep learning, cloud",Entry,89227
Machine Learning Engineer,"python, ML, deep learning",Senior,186642
Data Engineer,"sql, ML, deep learning",Senior,134347
Data Analyst,"python, ML, cloud",Entry,71501
AI Engineer,"python, sql",Senior,139314
Data Engineer,"sql, ML, deep learning",Entry,80223
Data Scientist,"sql, cloud",Mid,80845
AI Engineer,"python, deep learning, cloud",Senior,168083
AI Engineer,ML,Entry,123011
Data Engineer,"python, deep learning, cloud",Senior,123879
Machine Learning Engineer,"python, cloud",Mid,123245
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,126619
AI Engineer,"sql, cloud",Mid,140558
AI Engineer,"python, deep learning, cloud",Entry,116589
Data Engineer,"sql, deep learning",Senior,112217
Data Scientist,"sql, deep learning",Mid,86683
Machine Learning Engineer,"python, ML, deep learning",Mid,147287
Machine Learning Engineer,"python, ML, cloud",Senior,164146
Business Analyst,"python, sql, ML, cloud",Entry,71427
Business Analyst,"sql, deep learning, cloud",Mid,100667
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,130167
AI Engineer,ML,Mid,149693
Data Engineer,"python, ML, cloud",Mid,98231
Data Engineer,"sql, cloud",Mid,86025
Machine Learning Engineer,"python, sql, cloud",Entry,98046
Business Analyst,"python, sql, ML",Entry,61519
Data Engineer,"python, ML, deep learning, cloud",Entry,85093
AI Engineer,"sql, ML, deep learning",Mid,140823
Business Analyst,"python, sql, ML",Senior,115964
Data Engineer,"sql, ML",Entry,69599
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,133116
Data Analyst,deep learning,Senior,137776
Business Analyst,"sql, ML, deep learning",Entry,100036
Machine Learning Engineer,"python, cloud",Entry,101377
AI Engineer,"python, sql, cloud",Mid,127871
Data Analyst,"sql, ML",Entry,81999
AI Engineer,"python, deep learning",Mid,134201
Data Scientist,"python, cloud",Mid,81878
Data Analyst,"python, ML, deep learning",Entry,76365
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,128955
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,182171
Business Analyst,"python, deep learning, cloud",Senior,129244
Machine Learning Engineer,"ML, deep learning",Senior,168117
Business Analyst,"python, sql, deep learning, cloud",Senior,121177
Data Engineer,"ML, cloud",Senior,123629
Data Engineer,ML,Mid,106127
Data Scientist,cloud,Senior,109470
Data Engineer,,Senior,123775
AI Engineer,sql,Mid,110621
Data Analyst,"python, ML, deep learning",Mid,107599
AI Engineer,"python, ML, deep learning",Senior,174226
Machine Learning Engineer,"sql, cloud",Mid,128755
Data Analyst,ML,Senior,119856
AI Engineer,deep learning,Senior,155920
AI Engineer,"sql, deep learning",Entry,123845
Data Scientist,"ML, deep learning",Senior,128666
Data Engineer,"python, ML, deep learning",Mid,109941
Business Analyst,"sql, deep learning",Mid,110386
Data Engineer,"deep learning, cloud",Senior,121273
Business Analyst,"sql, ML, deep learning, cloud",Senior,138667
Machine Learning Engineer,"python, deep learning",Mid,130992
Data Engineer,"sql, ML, cloud",Senior,120125
AI Engineer,"sql, ML, deep learning",Entry,141040
Business Analyst,"python, cloud",Entry,56002
Business Analyst,"sql, deep learning, cloud",Entry,74771
Data Engineer,cloud,Senior,110481
Data Analyst,"ML, deep learning",Entry,84590
Data Engineer,"deep learning, cloud",Senior,124507
AI Engineer,"sql, ML, deep learning",Entry,120041
Machine Learning Engineer,ML,Mid,132702
Data Engineer,"python, ML, deep learning",Mid,104392
AI Engineer,"sql, deep learning",Senior,151718
Data Engineer,cloud,Entry,81153
Machine Learning Engineer,"sql, deep learning",Mid,146168
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,176852
Data Engineer,"python, sql, ML, deep learning, cloud",Entry,85548
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,87011
AI Engineer,"python, sql, ML, deep learning",Senior,169929
Machine Learning Engineer,"ML, deep learning",Entry,139347
Machine Learning Engineer,"python, sql, deep learning, cloud",Mid,155874
AI Engineer,"sql, cloud",Senior,152254
Data Scientist,"python, sql, deep learning, cloud",Mid,97451
Data Scientist,"python, deep learning, cloud",Mid,115716
Data Analyst,"python, sql, ML",Senior,114669
Machine Learning Engineer,"sql, ML, deep learning, cloud",Mid,159795
Data Analyst,"python, ML",Senior,111814
Data Scientist,"sql, cloud",Senior,108599
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,195572
Data Scientist,"sql, deep learning",Senior,119775
Data Engineer,"ML, deep learning, cloud",Senior,137621
Data Scientist,deep learning,Mid,106051
AI Engineer,"deep learning, cloud",Senior,167470
AI Engineer,"deep learning, cloud",Senior,166814
Data Engineer,cloud,Mid,101135
Data Engineer,python,Senior,95202
Business Analyst,cloud,Senior,131958
Data Engineer,"python, cloud",Entry,80885
AI Engineer,"sql, ML, deep learning, cloud",Entry,130065
Data Scientist,"ML, deep learning, cloud",Mid,115688
Machine Learning Engineer,"python, ML, deep learning",Mid,145445
Data Scientist,"python, sql, cloud",Senior,126469
Data Engineer,"python, sql",Mid,75823
Data Scientist,"python, sql, deep learning",Mid,87708
Business Analyst,python,Senior,104316
AI Engineer,"python, deep learning, cloud",Senior,184957
Business Analyst,"sql, ML, deep learning",Senior,125693
AI Engineer,"deep learning, cloud",Entry,119852
AI Engineer,"sql, ML, cloud",Entry,135908
Machine Learning Engineer,"python, sql",Senior,143073
Machine Learning Engineer,"python, sql, cloud",Mid,122405
Data Scientist,"python, sql",Senior,96116
AI Engineer,"python, sql, deep learning, cloud",Mid,143390
Business Analyst,"python, sql, cloud",Mid,81115
Business Analyst,"python, sql, ML",Senior,112038
Data Scientist,"ML, deep learning",Entry,75178
Business Analyst,,Mid,70537
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Entry,128887
Data Scientist,sql,Senior,98581
Business Analyst,deep learning,Mid,86062
Data Scientist,"python, sql, deep learning, cloud",Mid,104038
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,151963
Machine Learning Engineer,"python, ML, cloud",Entry,135733
Data Scientist,ML,Senior,118380
Data Analyst,"python, sql, deep learning",Mid,88613
Data Analyst,"sql, ML, deep learning, cloud",Senior,135003
Data Scientist,"ML, cloud",Mid,99627
AI Engineer,deep learning,Mid,128042
Business Analyst,"sql, deep learning",Mid,88680
AI Engineer,"python, cloud",Senior,145375
Machine Learning Engineer,"python, sql, ML, deep learning",Senior,170125
Data Scientist,"python, ML, deep learning, cloud",Senior,155087
AI Engineer,"ML, deep learning, cloud",Senior,176577
Machine Learning Engineer,"python, ML",Mid,133954
Machine Learning Engineer,"python, deep learning, cloud",Entry,138866
Data Engineer,"sql, ML",Entry,87099
AI Engineer,"python, sql, ML, cloud",Senior,167302
Data Scientist,"python, deep learning",Mid,108174
Data Scientist,cloud,Entry,55292
Data Scientist,"python, deep learning",Entry,87357
AI Engineer,"sql, ML, cloud",Entry,118183
Data Scientist,"deep learning, cloud",Mid,96675
Data Scientist,"python, sql, cloud",Senior,108710
Data Scientist,sql,Mid,98427
AI Engineer,"sql, ML",Mid,131805
Data Scientist,"python, ML, deep learning",Mid,102001
Data Scientist,"sql, deep learning, cloud",Entry,94406
Data Engineer,"ML, deep learning, cloud",Senior,135534
Data Engineer,"python, ML, deep learning, cloud",Entry,88728
AI Engineer,"python, sql, ML",Mid,146337
Business Analyst,ML,Mid,86495
Data Engineer,"python, ML",Mid,90839
Machine Learning Engineer,"python, sql",Mid,110760
Data Analyst,cloud,Mid,101767
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,106944
Business Analyst,"python, ML, cloud",Entry,74865
Data Engineer,cloud,Entry,56499
Data Analyst,python,Mid,96293
Data Analyst,"python, sql, ML, deep learning, cloud",Senior,137063
Data Scientist,"ML, deep learning, cloud",Entry,89147
AI Engineer,"python, sql, cloud",Senior,148006
Business Analyst,sql,Mid,95939
Data Analyst,"python, sql, deep learning, cloud",Mid,100831
Data Analyst,"sql, ML, deep learning, cloud",Senior,161481
Business Analyst,"sql, deep learning",Senior,117225
Data Scientist,"python, ML, deep learning, cloud",Mid,111660
Data Scientist,"deep learning, cloud",Entry,91798
Business Analyst,"python, ML, deep learning",Entry,84378
Business Analyst,"sql, cloud",Entry,55909
Data Scientist,"sql, ML, deep learning, cloud",Mid,110324
Data Scientist,"sql, ML",Entry,61995
Business Analyst,"sql, ML, cloud",Entry,73746
Data Analyst,"python, sql, ML, cloud",Senior,148117
Data Scientist,ML,Senior,111657
Data Engineer,"python, sql, ML, deep learning",Senior,125791
Machine Learning Engineer,deep learning,Senior,176482
Business Analyst,"ML, deep learning, cloud",Senior,161386
Data Engineer,"python, ML, deep learning, cloud",Senior,141277
Machine Learning Engineer,"python, sql, cloud",Entry,103638
Business Analyst,"python, sql, ML, cloud",Mid,97901
Data Engineer,"python, ML, deep learning, cloud",Senior,140859
AI Engineer,deep learning,Senior,153231
Data Analyst,"python, ML",Mid,92852
AI Engineer,"python, ML, deep learning",Senior,166284
Data Engineer,"python, sql, ML, deep learning, cloud",Entry,90758
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,129246
AI Engineer,"ML, cloud",Mid,137490
Data Scientist,deep learning,Senior,118080
Data Analyst,"sql, ML, deep learning, cloud",Senior,140588
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,147230
Data Analyst,ML,Mid,87104
Machine Learning Engineer,"python, ML, cloud",Entry,114588
Data Analyst,"sql, ML, deep learning",Mid,121207
Data Analyst,"sql, ML, deep learning",Senior,126612
Machine Learning Engineer,python,Entry,85518
Data Scientist,"python, ML, deep learning, cloud",Mid,115212
Data Scientist,"ML, deep learning, cloud",Senior,144135
AI Engineer,python,Entry,85442
Business Analyst,"python, ML, deep learning, cloud",Mid,119679
AI Engineer,"sql, deep learning",Mid,131052
Data Analyst,"deep learning, cloud",Senior,127625
AI Engineer,"python, deep learning, cloud",Mid,143385
Data Scientist,"sql, deep learning, cloud",Senior,126446
Data Engineer,python,Mid,70994
Data Engineer,"python, sql, ML, deep learning, cloud",Entry,91026
AI Engineer,"sql, ML, deep learning",Entry,124939
Machine Learning Engineer,"sql, cloud",Mid,123960
Data Analyst,"python, deep learning, cloud",Entry,72929
Data Scientist,"sql, ML",Senior,133161
Data Engineer,"ML, deep learning",Mid,109686
Data Analyst,"sql, ML",Senior,136328
Data Engineer,"python, ML, deep learning, cloud",Entry,94152
AI Engineer,"python, sql, deep learning, cloud",Mid,136776
Machine Learning Engineer,python,Mid,118813
Data Scientist,"ML, deep learning, cloud",Mid,115510
AI Engineer,"ML, cloud",Senior,165948
Data Scientist,"ML, deep learning, cloud",Mid,114771
Business Analyst,"python, sql, ML, deep learning",Entry,81381
Data Analyst,"python, ML, deep learning, cloud",Senior,140904
AI Engineer,"sql, ML, cloud",Entry,132339
Data Analyst,"python, sql, ML, cloud",Mid,101197
Business Analyst,"python, deep learning",Entry,69243
Data Engineer,"python, sql, ML, deep learning, cloud",Entry,89989
Machine Learning Engineer,"sql, deep learning",Entry,109710
Data Analyst,"python, sql, ML, deep learning",Entry,77340
Business Analyst,deep learning,Entry,63254
Data Scientist,"python, sql, ML",Entry,87843
Data Engineer,"python, sql, ML, deep learning",Entry,104429
Data Engineer,"ML, deep learning",Entry,83703
Data Analyst,"sql, deep learning",Mid,85601
Data Analyst,deep learning,Entry,60890
Business Analyst,,Entry,51751
Business Analyst,"python, sql, ML, cloud",Mid,102706
Business Analyst,"python, ML",Entry,82522
Data Engineer,"python, deep learning, cloud",Mid,103579
Data Engineer,ML,Senior,119000
AI Engineer,"python, deep learning, cloud",Mid,141739
Data Scientist,sql,Mid,72327
AI Engineer,deep learning,Entry,102318
Business Analyst,"sql, ML, cloud",Mid,103435
Business Analyst,"python, deep learning",Senior,114520
Data Analyst,"python, sql",Entry,45130
Machine Learning Engineer,deep learning,Senior,175083
AI Engineer,"sql, ML, deep learning, cloud",Senior,199130
Machine Learning Engineer,"python, sql, ML",Mid,126397
Data Analyst,"sql, deep learning, cloud",Entry,72649
AI Engineer,"python, deep learning",Senior,170075
Business Analyst,"python, ML",Senior,117841
Machine Learning Engineer,"ML, deep learning",Mid,142859
Machine Learning Engineer,"ML, cloud",Senior,162422
Data Engineer,"python, sql, deep learning, cloud",Senior,122353
Data Engineer,"sql, ML",Entry,66468
Data Analyst,"python, ML, deep learning, cloud",Entry,86733
Data Scientist,ML,Mid,86419
Data Engineer,"sql, deep learning, cloud",Entry,79228
AI Engineer,"ML, cloud",Senior,185731
AI Engineer,"python, deep learning, cloud",Entry,111181
Data Scientist,"python, cloud",Senior,110975
AI Engineer,"python, cloud",Senior,153901
Data Engineer,cloud,Mid,87229
Machine Learning Engineer,"python, ML, cloud",Entry,115583
Data Analyst,"sql, ML, deep learning",Entry,95819
Business Analyst,"ML, cloud",Senior,147405
Data Engineer,"sql, ML, cloud",Mid,101630
Business Analyst,"ML, deep learning",Mid,104582
Business Analyst,"sql, ML, deep learning",Entry,96971
Data Engineer,"sql, deep learning, cloud",Senior,125019
AI Engineer,"python, sql, ML, cloud",Senior,187423
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,178870
Data Engineer,sql,Entry,70565
Data Scientist,"python, deep learning, cloud",Mid,120652
Data Analyst,"sql, ML, deep learning, cloud",Mid,116360
Data Analyst,"sql, ML, deep learning",Senior,128754
Business Analyst,"python, sql, ML, deep learning",Entry,79719
AI Engineer,"python, sql, ML",Mid,129221
Data Scientist,"python, ML, deep learning",Senior,127324
AI Engineer,"python, ML, deep learning, cloud",Mid,175860
Data Scientist,"python, sql, ML, deep learning, cloud",Senior,144682
Data Scientist,"deep learning, cloud",Entry,74284
Data Scientist,"python, cloud",Senior,111914
Business Analyst,"ML, cloud",Entry,79507
Business Analyst,"python, sql, ML, cloud",Senior,120371
Data Analyst,deep learning,Mid,86252
Data Scientist,"sql, ML, cloud",Entry,76506
Data Analyst,"python, ML, cloud",Mid,104976
Data Engineer,"sql, ML",Mid,108320
